,단지명
3761,3차신성미소지움
3762,NEWSK아파트
3763,거산
3764,그린아트빌
3765,근상아트프리즘
3766,금하뜨라네
3767,길성
3768,길훈엔트런스빌
3769,나산
3770,나이아가라
3771,남영시티빌
3772,누리애
3773,뉴타운플러스
3774,당곡
3775,대림(주상복합)
3776,대림타운
3777,대방샤인힐
3778,대신
3779,대외
3780,대운
3781,대운2차
3782,대주파크빌
3783,덕수펠리체(45)
3784,덕현해밀(101동)
3785,덕현해밀(102동)
3786,동도하이츠
3787,동서
3788,동양브로미(101동)A
3789,동양브로미(101동)B
3790,동양브로미(102동)B
3791,동원데자뷰
3792,두원A동
3793,두원빌드피아(510-3)
3794,디아이빌(331-107)
3795,디아이빌101동(331-101)
3796,디아이빌102동
3797,레미앙
3798,로즈그린타운
3799,롯데캐슬(1057-0)
3800,롯데캐슬(1057-1)
3801,명산그린빌
3802,미진
3803,방주기픈샘
3804,방주기픈샘2
3805,방주아크빌
3806,벽산블루밍1단지
3807,벽산블루밍2단지
3808,보금자리
3809,보아스청와
3810,빛여울
3811,삼익2차플라주
3812,삼익4차플라주
3813,삼익플라주
3814,삼익플라주(81-10)
3815,삼익플라주행복한마을
3816,삼정그린뷰
3817,샤인팰리스
3818,성호그린
3819,세아쎄닛빌
3820,세제뉴타운
3821,세진
3822,수명
3823,수명산SKVIEW
3824,수명산롯데캐슬
3825,수명산타워빌
3826,신도브래뉴2차
3827,신도신월1차
3828,신라이프
3829,신성2차미소지움
3830,신안약수
3831,신안파크
3832,신월2차보람쉬움
3833,신월6차보람
3834,신월대림
3835,신월동금용
3836,신월동방원
3837,신월성원
3838,신월시영
3839,신월휘버스
3840,신정두산위브
3841,아름다운세상
3842,양천벽산블루밍1단지
3843,양천벽산블루밍2단지
3844,양천벽산블루밍3단지
3845,에이원
3846,연흥
3847,예건미예뜰2동
3848,오투힐
3849,우영아파트
3850,원능한빛
3851,유림
3852,유림웰스빌
3853,은성
3854,은성마을승윤노블리안
3855,은일로즈힐
3856,이형원앙
3857,장수마을
3858,장수마을2단지동원데쟈뷰
3859,정은스카이빌(1044)
3860,정은스카이빌2차
3861,제일캐슬
3862,조광
3863,주남헤븐107동
3864,주함헤븐102동
3865,주함헤븐103동
3866,주함헤븐105동
3867,청성넥스빌
3868,청송
3869,청정
3870,코아루1단지
3871,코아루2단지
3872,태진
3873,태헌(신월프라자)
3874,태형
3875,해주
3876,호성파크1
3877,홍익아파트
3878,환희
3879,훼미리주상복합
3880,흥양훼미리
3881,흥인아이젠
3882,뉴목동
3883,뉴타운
3884,대성유니드1차
3885,대성유니드2차
3886,동림
3887,동양부로미(926-4)
3888,동원데쟈뷰
3889,동원로데오
3890,동일하이빌1단지
3891,동일하이빌2단지
3892,로데오휘버스빌
3893,로마아트빌
3894,마이홈
3895,목동2삼성래미안
3896,목동삼성
3897,목동삼성쉐르빌Ⅱ
3898,목동신시가지10
3899,목동신시가지11
3900,목동신시가지12
3901,목동신시가지13
3902,목동신시가지14
3903,목동신시가지8
3904,목동신시가지9
3905,목동우성2
3906,목동우성3
3907,목동캐슬아파트
3908,목동해오름103동
3909,목동현대3차
3910,목동휘버스
3911,밀레스트
3912,보성주상복합
3913,블레스빌
3914,성재세인트
3915,세양청마루2차주상복합
3916,신정6현대
3917,신정그랑프리
3918,신정동경남아너스빌2차
3919,신정동로마
3920,신정현대5
3921,신트리1
3922,신트리3
3923,신트리4
3924,예지보금자리(101동)
3925,유원목동
3926,은행
3927,이스타팰리스
3928,이연에버리치
3929,이지라이프
3930,이펜하우스1단지
3931,이펜하우스2단지
3932,이펜하우스3단지
3933,이펜하우스4단지
3934,이펜하우스5단지
3935,자성
3936,정은SKY빌
3937,정은스카이빌3차
3938,제일에비앙102동
3939,주건드림빌
3940,주안펌니스아파트
3941,지오프레저101동
3942,지오프레저102동
3943,청원
3944,파인빌
3945,푸른마을2
3946,푸른마을3
3947,푸른마을4
3948,푸른힐
3949,학마을1단지
3950,현대쉐르빌
3951,힐탑이루미
3952,THESILK
3953,강변래미안
3954,강변한솔그라치아
3955,드림리버빌
3956,드림시드
3957,래미안당산1차
3958,리첸트
3959,성재I캐슬2차
3960,성재아이캐슬
3961,훼미리하우스138
3962,당산2가현대홈타운
3963,당산대우
3964,당산어울림2차
3965,당산한양
3966,당산금호어울림
3967,당산반도유보라팰리스
3968,당산삼성2차
3969,당산현대3차
3970,당산현대5차
3971,유원제일
3972,한강아파트
3973,당산디오빌
3974,당산삼성래미안4차
3975,당산효성1차
3976,당산효성타운2차
3977,반도유보라
3978,유원제일2차
3979,유탑유블레스
3980,(1101-1)
3981,다청림1동
3982,다청림2동
3983,대림현대
3984,무림
3985,문영칸타빌레
3986,성원(1115-1)
3987,성원(650)
3988,신대림신동아파밀리에
3989,신대림자이1단지
3990,신대림자이2단지
3991,쌍용플래티넘S
3992,한신휴1차
3993,한신휴2차
3994,도림청구
3995,영등포아트자이
3996,남성
3997,국화맨션
3998,문래건영
3999,문래공원한신
4000,문래금호어울림
4001,문래동원데자뷰
4002,문래우정
4003,문래자이
4004,문래해태
4005,문래힐스테이트
4006,리버뷰신안인스빌1단지
4007,리버뷰신안인스빌2단지
4008,문래동삼환
4009,문래대림
4010,문래두산위브
4011,문래현대5차
4012,진주맨션
4013,문래미원
4014,문래베어스타운
4015,미주프라자
4016,유원문래
4017,현대6차
4018,광산로얄
4019,남서울
4020,대방
4021,대방전철
4022,동훈노보빌
4023,보라매경남아너스빌
4024,보라매두산위브
4025,삼두
4026,선원가와인
4027,신기목련아파트
4028,신길동자이
4029,신길레전드힐스
4030,신미
4031,신풍두산위브
4032,여의도리버뷰
4033,제일골드타워
4034,프리가
4035,이너스삼성
4036,한신공영
4037,양평
4038,양평벽산블루밍
4039,오목교벽산블루밍
4040,거성파스텔
4041,삼익플라주101동
4042,삼익플라주201동
4043,양평현대6차
4044,태승훼밀리
4045,계명
4046,에이스리버티움
4047,양평한신
4048,동양
4049,공작
4050,광장
4051,"광장(1,2동)"
4052,대교
4053,대우트럼프월드II
4054,대우트럼프월드Ⅰ
4055,라이프콤비
4056,롯데캐슬아이비
4057,롯데캐슬엠파이어
4058,리버타워
4059,리첸시아
4060,삼부
4061,서울
4062,순복음(초원)
4063,시범
4064,여의도자이
4065,화랑
4066,순영웰라이빌
4067,영등포푸르지오
4068,영일
4069,스테이72여의도
4070,여의도씨티아이
4071,지엘리베라움
4072,창방누리애
4073,헤렌어반
4074,이지리움S
4075,영등포그랑그루
4076,현대프라자
4077,브라운스톤영등포
4078,당산푸르지오
4079,영등포메이준2011
4080,두리파크빌
4081,도원
4082,라이온즈
4083,아울스타운
4084,파인힐빌
4085,현대플래티앙1(1-67)
4086,동자
4087,센트레빌아스테리움서울
4088,CJ나인파크
4089,리첸시아용산B
4090,삼라마이다스빌2
4091,아크로타워
4092,용산큐브
4093,이안용산1차(101동)
4094,이안용산1차(102동)
4095,이안용산1차(103동)
4096,이안용산3차
4097,이안용산프리미어
4098,프라임펠리스
4099,리버빌(삼성)
4100,신동아1
4101,주미
4102,리버힐삼성
4103,그린파크(코오롱하늘채)
4104,금호베스트빌1
4105,한강르네상스
4106,용산e편한세상
4107,세방리버하이빌
4108,대성2차
4109,용암한신
4110,용산파크타워(24-0)
4111,용산파크타워(24-1)
4112,로얄카운티-2
4113,로얄카운티-3
4114,리첸시아용산
4115,원효
4116,강변삼성스위트
4117,산호
4118,한강수
4119,LG한강자이
4120,강촌
4121,골든맨숀
4122,리버뷰
4123,미주A
4124,미주B
4125,반도
4126,보람더하임
4127,북한강(성원)
4128,왕궁
4129,이촌동삼성리버스위트
4130,이촌코오롱(A)
4131,이촌코오롱(B)
4132,점보
4133,중앙하이츠(B)
4134,코스모스
4135,타워맨션
4136,한강(대우)
4137,한강동부
4138,한강맨숀
4139,현대맨숀
4140,현대한강
4141,남산대림
4142,남산힐레지던스
4143,메이(124-12)
4144,용산동아파트
4145,이태원(이테크빌)
4146,준아트빌
4147,창덕아파트
4148,청화1
4149,GS자이
4150,대우월드마크용산
4151,삼각아파트
4152,용산파크자이
4153,벽산메가트리움
4154,아스테리움용산
4155,용산아이피아대주피오레
4156,용산파크e-편한세상
4157,한강로대우아이빌
4158,시티파크(2단지)
4159,시티하우스
4160,용산시티파크(1단지)
4161,철우
4162,한강대우트럼프월드3
4163,한강자이에클라트
4164,남산맨션
4165,대성이태리하우스
4166,리버탑
4167,리버티하우스
4168,성아1
4169,아울스스퀘어
4170,아일랜드캐슬
4171,오페라하우스3차
4172,오페라하우스WEST
4173,윌쏘나슈트
4174,유엔맨숀
4175,태성1
4176,트윈빌비동
4177,한남더힐
4178,한남동동원베네스트
4179,한남동리첸시아
4180,한남로얄팰리스
4181,한남하우스
4182,한남힐스테이트
4183,한성1
4184,현대안성타워
4185,형우베스트빌3차
4186,효성빌리지
4187,로얄카운티
4188,아이딜
4189,아인하우스
4190,예빌리지
4191,태원팰리스
4192,효창
4193,효창그린빌라트
4194,효창드림빌
4195,효창로즈
4196,효창맨션
4197,효창베네스
4198,효창파크푸르지오
4199,효창팰리스2차
4200,효창한신
4201,(41-1)
4202,뉴후암
4203,브라운스톤남산
4204,삼안리치8차
4205,신주에지앙
4206,신후암
4207,행남그랜드
4208,후암미주
4209,힐튼빌리지2차
4210,갈현건영
4211,갈현동현대
4212,갈현삼성
4213,대훈
4214,동광갈현베르빌
4215,라이프시티
4216,메카
4217,미미
4218,반도하우드
4219,선구
4220,수정럭스(428-6)
4221,아름(526-2)
4222,역촌맨션
4223,우남
4224,인우(281-236)
4225,천수
4226,한우리
4227,해오름
4228,현재트윈빌
4229,호림리슈리안
4230,힐튼
4231,갈현1단지e-편한세상
4232,갈현현대
4233,경향파크
4234,구산그린빌
4235,금강포란재(101)
4236,대림e-편한세상2
4237,동익파크1동(355-95)
4238,동익파크2동(355-98)
4239,명남아파트
4240,무지개아파트(308-86)
4241,벽산스카이파크
4242,브라운스톤구산
4243,새천년3차드림
4244,새천년구산2차
4245,세화샤이닝1
4246,송학
4247,신호(199-24)
4248,에덴드림
4249,엔에스아파트
4250,예승빌라트
4251,타워
4252,한국프라우드
4253,한성산장
4254,경원파발리안
4255,굿모닝기룡아파트
4256,녹번2현대
4257,녹번JR아파트
4258,녹번현대아파트
4259,대림아파트(276)
4260,동호스카이
4261,리베하임
4262,보배빌아파트(90-2)
4263,산수(86-20)
4264,세민HIPARK
4265,송학파크팰리스
4266,월든힐스
4267,청솔아파트
4268,초우레디안아트빌
4269,해주드림빌
4270,YS홈타운
4271,나이스홈
4272,대덕타워
4273,대일아이안(9-25)
4274,동명베스트(84-21)
4275,만민하늘愛
4276,모아아파트(101동)
4277,미래하임
4278,미래하임(9-46)
4279,미르라이프
4280,벽산메트로시티
4281,삼오
4282,신세계드림빌1
4283,신세계드림빌2
4284,아이안
4285,아이안빌
4286,예가크레시아
4287,초원넥스빌
4288,해오름시티
4289,갤럭시타운
4290,극동메트로타워
4291,남해그린힐
4292,대호아파트
4293,대호프라자아파트
4294,명남뉴타운
4295,북한산대창센시티
4296,북한산동호스카이
4297,북한산래미안아파트(1단지)
4298,북한산래미안아파트(2단지)
4299,북한산한양수자인아파트
4300,북한산현대홈타운
4301,북한산현대힐스테이트3차아파트
4302,북한산힐스테이트1차아파트
4303,북한산힐스테이트7차
4304,불광롯데캐슬
4305,삼익(217-9)
4306,삼흥아파트
4307,송광(484-103)
4308,쉐라톤
4309,신우아파트
4310,엘지아파트
4311,윤현(484-90)
4312,은혜스카이빌아파트
4313,청나아파트
4314,태양아파트
4315,해피플러스1
4316,DMC자이1단지
4317,대림한숲(DMC이편한세상)
4318,"수정가,나동"
4319,제일아파트나동(345-5)
4320,진흥엣세벨
4321,(23-42)
4322,굿모닝기룡(369-0)
4323,뉴서울(277-19)
4324,뉴서울(277-2)
4325,뉴신사신성
4326,뉴월드(226-5)
4327,두산위브2차
4328,라이프씨티
4329,린든빌(29-26)
4330,명남(200-16)
4331,명남더블레스(39-19)
4332,명남더블레스(39-4)
4333,명진(348-7)
4334,선정(348-12)
4335,선정(35-2)
4336,신사동한신휴플러스
4337,신사성원
4338,신사씨티
4339,신사코아
4340,신선
4341,신성수정
4342,신현
4343,예승
4344,우공101동
4345,우공102동
4346,유한베스트빌
4347,은평신사두산위브
4348,이랜드타운아파트
4349,임탑(12-1)100동
4350,임탑(364)101동
4351,정명네스트
4352,청운제일(362-0)
4353,형진
4354,거성리젠시
4355,거성리젠시2차
4356,건우샹그리라
4357,두성아파트
4358,디딤빌아파트
4359,디케이
4360,리더스파크
4361,만민라이프(A동)
4362,만민하늘애2차
4363,명남뉴
4364,명남뉴아파트
4365,미랜드
4366,부호(101동)
4367,서안
4368,소망
4369,신아굿모닝
4370,신아굿모닝(64-15)
4371,아이언
4372,엔에스
4373,역촌빌라트
4374,역촌센트레빌
4375,역촌아파트
4376,역촌월드
4377,예청
4378,진주하이츠(10-89)
4379,청운퀸즈
4380,코아
4381,태경맨션
4382,프라우드아파트
4383,한국리치빌
4384,한명딩크
4385,한양아트빌(77-3)
4386,남광쉐르빌
4387,녹번역센트레빌
4388,뉴월드(240-63)
4389,뉴월드(402-112)
4390,뉴월드(402-42)
4391,뉴월드(403-32)
4392,다원
4393,다원(107-4)
4394,대운브랜뉴
4395,대주피오레
4396,동부그린B
4397,드림캐시아1
4398,드림캐시아2
4399,메트로럭스
4400,명남더블레스
4401,명남래희안(122-4)
4402,모아(365-35)
4403,백련산힐스테이트1차
4404,백련산힐스테이트2차
4405,백련산힐스테이트3차
4406,벧엘블레스빌
4407,삼성맨션
4408,서강스카이빌
4409,서강스카이빌2
4410,서강스카이빌3(116-24)
4411,서안에이스
4412,신진뉴캐슬
4413,애필리움
4414,역산아이지아
4415,우리스페이스(113-28)
4416,월드빌(120-10)
4417,월드빌(120-5)
4418,월드빌(120-9)
4419,유로카운티
4420,유성아이비
4421,응암동금호
4422,응암하이포롬
4423,자선메르시안(115)
4424,자선메르시안(119-15)
4425,자선메르시안(400)
4426,자선메르시안101동(123-26)
4427,재연
4428,조이팰리스(90-23)
4429,청록
4430,청안파인
4431,프라임팰리스
4432,DMC덕원
4433,DMC문영퀸즈파크아파트
4434,DMC우방
4435,DMC월드
4436,DMC자이2단지
4437,LG그린
4438,LG그린빌
4439,네르비
4440,디오반
4441,명남태봉
4442,미그린
4443,삼신
4444,선정(178)
4445,인우
4446,자선메르시안(101)
4447,자선메르시안(102)
4448,증산중앙하이츠
4449,태광
4450,구파발10단지어울림(1011~1019동)BL3-1
4451,구파발9단지래미안(916~928동)BL3-2
4452,마고정3단지센트레빌(301~309동)BL2-11
4453,마고정3단지센트레빌(310~322동)BL2-3
4454,마고정3단지센트레빌(323~335동)BL2-2
4455,박석고개1단지힐스테이트(101~111동)BL2-12
4456,박석고개1단지힐스테이트(112~115동)BL2-13
4457,박석고개1단지힐스테이트(116~131동)BL2-1
4458,상림마을6단지푸르지오(601~605동)BL1-8
4459,상림마을6단지푸르지오(606~614동)BL1-7
4460,상림마을6단지푸르지오(615~621동)BL1-6
4461,상림마을6단지푸르지오(622~629동)BL1-5
4462,상림마을7단지아이파크(702~705동)BL1-4
